行ID,文書ID,文書内ID,anotation1,anotation2,文,サービス,立地,部屋,設備・アメニティー,風呂,食事,その他
1808,357,3,k,k,湯舟につからないと見えないので、気づいてないのでしょうけど、客の目線からは非常に目立つ場所です。,,,,,1,,
1809,357,4,y,y,今後の改善に期待してます。,1,,,,,,
1810,357,5,Z,Z,次からもまた利用させてもらいます。,,,,,,,1
,,,,,,,,,,,,
1811,358,1,Z,Z,今回初めて宿泊いたしました。,,,,,,,1
1812,358,2,p,p,今まで博多でいろいろなホテル（天神や博多駅前、キャナル周等々）に宿泊しましたが、今回は非常に満足してます。,,,,,,,1
1813,358,3,p,p,大変良かったです。,,,,,,,1
1814,358,4,Z,Z,今回は3泊でしたので、少し長めでした。,,,,,,,1
1815,358,5,Z,Z,当方は出張族名のでその面からもコメントしたいと思います。,,,,,,,1
1816,358,6,e,Z,評価については、1.,,,,,,,1
1817,358,7,e,Z,価格2.,,,,,,,1
1818,358,8,e,Z,便利さ3.,,,,,,,1
1819,358,9,Z,Z,快適さなどですが、価格は非常に重要です。,,,,,,,1
1820,358,10,p,p,でも今回は設備がとても新しく、使い勝手がよいし、加湿器やベッド、シャワーやトイレなどどれをとっても満足いくものでした。,,,,1,,,
1821,358,11,p,p,特に、価格において金曜日までと土日の価格差は結構重要で、その点はすごく満足してます。,,,,,,,1
1822,358,12,p,p,また、移動に関する便利さについては、天神などのビジネス街やその他に地下鉄ですぐ行けることや、帰りの空港までも非常に便利でした。,,1,,,,,
1823,358,13,Z,Z,雨に濡れないのも重要です。,,1,,,,,
1824,358,14,p,p,また、夜の入館も安全で、気持ちの良いものでした。,,1,,,,,
1825,358,15,Z,Z,セキュリティーはすごく重要です。,1,,,,,,
1826,358,16,ke,e,ただ、今回3泊でしたので、着替えを入れるとこがあまりなかったので、困りましたが、大した問題ではありませんね。,1,,,,,,
1827,358,17,p,p,シャワーは気持ちよかったです。,,,,,1,,
1828,358,18,Z,Z,また、利用したいと思います。,,,,,,,1
,,,,,,,,,,,,
1829,359,1,k,k,山形のリッチモンドHと比べるとかなり落ちる。,,,,,,,1
1830,359,2,k,k,洗面所の清掃も髪が落ちていたり気持ち悪かった。,,,,1,1,,
,,,,,,,,,,,,
1831,360,1,Z,Z,その日800km車で走行していたので夜はぐっすり眠れるなぁ～と思っていました。,,,1,,,,
1832,360,2,pk,e,大浴場でゆったり疲れをとらせてもらって、いざ眠ろうとベットへ・・・マットが硬い！,,,1,1,1,,
1833,360,3,k,k,板の間で寝かされているようでした。,,,,,,,1
1834,360,4,k,k,ベットだけが残念でした。,,,1,,,,
1835,360,5,p,p,朝食のバイキングはとても美味しかったですけど。,,,,,,1,
,,,,,,,,,,,,
1836,361,1,p,p,駅からも近く、周辺にコンビニもあり、フロントの印象も良いので、出張でちょくちょく利用しています。,,1,,,,,
1837,361,2,k,k,前回・今回と同一の部屋だったのですが、シャワーの温度が一定でなかったのが残念でした。,,,,,1,,
1838,361,3,k,k,適温に調整したと思ったらそのうち、熱くなったり冷たくなったり。,,,,,1,,
1839,361,4,k,k,温度差が大きく、毎日利用するものなので気になりました。,,,,,1,,
1840,361,5,y,y,調整は出来ないものなのでしょうか？,,,,,1,,
,,,,,,,,,,,,
1841,362,1,Z,Z,他の方の口コミにある通り、温泉が付いたビジネスホテル。,,,,,,,1
1842,362,2,Z,Z,”高速インターネット無料！,,,,1,,,
1843,362,3,k,k,”と宣伝しているにもかかわらず繋がらない。,,,,1,,,
1844,362,4,k,k,フロントに問い合わせても”お客様のパソコンが原因です”と言われ、いくら”サーバーが見つからない”というエラーメッセージが出ている旨を伝えても”パソコンに詳しい者は今日は出勤していないから分からない”との事。,,,,1,,,
1845,362,5,k,k,部屋は喫煙で希望したが、あまりにも臭いので変更してほしい、と言ったら”一旦チェックインしたら変更は無理”の一点張り。,,,1,,,,
1846,362,6,p,Z,平日で禁煙ルームはガラ空きだったはず・・・朝食会場での地元のパートのおばさん達が唯一、気持ち良いサービスだった。,,,,,,1,
1847,362,7,Z,Z,露天の自社駐車料金に別途料金、入湯料として別途料金。,1,,,,,,
1848,362,8,Z,Z,自社ＨＰでは会員料を取っているが、楽天の方が設定も安い。,1,,,,,,
1849,362,9,pk,e,施設が新しいという点では他のホテル・旅館に勝っているとは思うが、料金・サービス的には疑問が残る。,1,,,,,,
1850,362,10,k,k,ホテルなのにチェックアウト10時とは・・,1,,,,,,
,,,,,,,,,,,,
1851,363,1,p,p,少し早く到着したのに快くチェックインに応じていただいたおかげで、その後、快適に観光できました。,1,,,,,,
1852,363,2,kp,p,函館駅から路面電車で２駅で不便かなと思っていたんですが、函館山や元町、ベイサイドが徒歩圏内だったので、むしろ便利でした。,,1,,,,,
1853,363,3,p,p,部屋は最近の格安ホテルより広くてキレイ。,,,1,,,,
1854,363,4,p,p,アメニティもたくさん用意されてました。,,,,1,,,
1855,363,5,y,y,部屋のLAN接続がモデムを借りなくてもできれば言うことなしです。,,,,1,,,
,,,,,,,,,,,,
1856,364,1,Z,Z,２度目の利用（ビジネス）です。,,,,,,,1
1857,364,2,pk,e,立地や改装された内装は好感が持てますが、寒い時期のエアコンの効き（部屋全体の行渡り）が相変わらず良くないです。,,,,1,,,
1858,364,3,k,k,普通、カーペット仕様の部屋なら、設定２３，４℃で調度良い（寒冷地で生まれ育ったなら別）と思いますが、２７℃以上にしないと、下のほうが寒くて毛布一枚だと、朝目覚めた際に恐怖を感じます（ビジネスなので）。,,,,1,,,
1859,364,4,kp,e,でも２度目でも予約したのは、各フロアの間接照明（少し明るすぎですが）や部屋の照明等が暖色系でまとめてあって、夜は奥行きを演出していていい感じです。,,,,1,,,
1860,364,5,k,k,但し、キー（カード等）による集中管理では無い改装故に、入室時は一々点けて回らなければなりません。,,,,1,,,
1861,364,6,k,Z,勿論外出する時も一々消して回ります・・。,,,,1,,,
1862,364,7,p,p,朝食は無料で、前の投稿にもありましたが、コーヒー、特にブレンドが美味しいです。,,,,,,1,
1863,364,8,p,o,トーストかサンドイッチを選べますが、サンドイッチの方が明らかに美味しく作ってあって、しっかり食べれます。,,,,,,1,
1864,364,9,k,k,これも前に投稿されていましたが、ポットが既製のサイズ故に、パソコンを置くのに困りました。,,,,1,,,
1865,364,10,kp,e,扱いづらい面は多々あるのですが、値段・立地・朝食、そしてコーブ照明に惹かれてまた利用すると思います。,,,,,,1,
,,,,,,,,,,,,
1866,365,1,p,Z,到着が深夜になったのですが、TX浅草駅から近く便利でした。,,1,,,,,
1867,365,2,Z,Z,駅の地図にも出口にも表示がないので、駅員さんに訊きましたが...。,,1,,,,,
1868,365,3,k,k,予約確認メールの地図は非常に分かりづらいので、アクセスのページを出力していくべきでした。,1,,,,,,
1869,365,4,p,p,新しいだけあって、フロントの応対も丁寧で、部屋もキレイでした。,1,,,,,,
1870,365,5,p,p,ズボンプレッサーと加湿空気清浄機が標準装備なのは非常に有難いです。,,,,1,,,
1871,365,6,k,k,ただ、壁が薄いのか、バスルームにいる時、隣室（?）の声が話の内容が解る程丸聞こえでした。,,,1,,,,
1872,365,7,e,Z,朝食は、料金を考えると仕方ないかな...,,,,,,1,
1873,365,8,k,k,と思いますが、バターがなくてジャムとマーマレードだけだったのは残念です。,,,,,,1,
1874,365,9,p,Z,コーヒーを部屋に持ち帰る事が出来るのは有難いです。,,,,,,1,
1875,365,10,pk,k,今回はチェックアウトを1時間延長させていただいたのですが、朝食が10時迄なのに、チェックアウトが10時というのはちょっと...。,1,,,,,,
1876,365,11,y,y,是非基本チェックアウトを11時にしていただきたいです。,1,,,,,,
,,,,,,,,,,,,
1877,366,1,Z,Z,1月23日に宿泊しました。,,,,,,,1
1878,366,2,p,p,部屋は広く、ベッドも予想以上に広かったです。,,,1,,,,
1879,366,3,p,p,駐車場も無料ということでその点では満足です。,1,,,,,,
1880,366,4,p,p,シャンプーもPOLA製のものでボディタオルもあり、アメニティは充実していたかと思います。,,,,1,,,
1881,366,5,k,k,ただ、クチコミを見て朝食を楽しみにしていたのですが…中途半端（8時半過ぎ）な時間に会場へいったせいか、おかずは品切れ寸前だし、和食を好む人には種類が少なく感じました。,,,,,,1,
1882,366,6,p,p,パンは確かにおいしかったです。,,,,,,1,
,,,,,,,,,,,,
1883,367,1,Z,Z,初めて千代田区への出張でしたので、このホテルを選んで宿泊しました。,,,,,,,1
1884,367,2,pek,k,立地は良かったと思いますが、部屋の狭さとアメニティの不十分さは我慢できましたが、それ以上にどうしても納得いかなかったのが、フロント係の対応の悪さです。,1,1,,1,,,
1885,367,3,k,k,初めての利用でありながら、つっけんどんというか無表情で早めに終わらせる対応、『あ～、これは疲れているんだな』とチェックイン時に思いましたが、チェックアウト時でも全く変わらず、『ありがとうございました』も言ったのかどうかも聞こえない声の低さ、などなど挙げだしたらきりがありません。,1,,,,,,
1886,367,4,k,k,正直、がっかりしました。,1,,,,,,
1887,367,5,k,k,楽しみにしてきたのに、残念です。,1,,,,,,
1888,367,6,y,y,立派な大人であると同時にプロフェッショナルなわけですから、そこを良く考えて対応していただきたいです。,1,,,,,,
1889,367,7,y,y,まずい対応は、私を最後にして欲しいです。,1,,,,,,
1890,367,8,y,y,お願いします。,,,,,,,1
,,,,,,,,,,,,
1891,368,1,p,p,立地が良かった。,,1,,,,,
1892,368,2,y,y,もう少し朝食が美味しければ…,,,,,,1,
,,,,,,,,,,,,
1893,369,1,Z,Z,先日はお世話になりました。,,,,,,,1
1894,369,2,pep,p,今回、宿泊させていただいたラグドールさんは館内も綺麗で、温泉もお部屋のお風呂と貸し切り風呂、内風呂と広さはそんなにありませんが、とても素敵な温泉でした。,,,,,1,,
1895,369,3,pk,k,ですが、料理が…味はとても美味しかったのですが、品数が少々少なく感じました。,,,,,,1,
1896,369,4,k,k,あと、今回一緒に宿泊した彼が魚介が苦手な人だったので、出来たら肉料理にしていただきたいと楽天さんを通して伝えていただいたはずなのですが、出てきたお料理は舟盛りと、少量のお肉で、他のお客様と同じだったように思えました。,,,,,,1,
1897,369,5,k,k,一泊だけの旅行だったので、夕食に期待していた分、残念に思いました。,,,,,,1,
,,,,,,,,,,,,
1898,370,1,kp,p,小さい子供をつれてたので、あまりゆっくりできなかったですが、食事、お風呂はおもってたより良かったです。,,,,,1,,
1899,370,2,p,p,部屋はワンランクアップなだけあって、海が見えて眺めは良かったです。,,,1,,,,
1900,370,3,y,k,建物は古い感じの方だったので、そこもワンランクアップしてほしかったかも。,,,1,,,,
1901,370,4,p,p,セットプランでお安く泊まれたので、満足はしてますが!,1,,,,,,
1902,370,5,Z,Z,次は新しいつくりの部屋に泊まってみたいです。,,,1,,,,
1903,370,6,p,p,接客、サービスは全体的に良かったと思います。,1,,,,,,
1904,370,7,pk,k,ひとつだけ…、チェックイン前にアドベンチャーワールドの券をとりにいった時のフロント係の方はとても親切でしたが、チェックイン時に荷物と車はどうしたらいいかわからなかったので、フロントの方に聞いたら、少しキツイ感じで、お客様自身ですべてしてもらいます。,1,,,,,,
1905,370,8,k,k,こちらではそのようなサービスは行っておりません。と言われて、わからなくて聞いただけだったので、ちょっとびっくりしました。,1,,,,,,
1906,370,9,y,y,聞かれる前に説明していただけたら良かったかと思います。,1,,,,,,
1907,370,10,Z,Z,また機会があったら利用したいと思います。,,,,,,,1
,,,,,,,,,,,,
1908,371,1,Z,Z,今回2回目の宿泊です。,,,,,,,1
1909,371,2,pk,e,商店街の中で便利ですが駅からは少々歩くのと布団が少し薄くて寒かったことです。,,1,1,,,,
1910,371,3,p,p,それ以外は値段が安い＆キレイで満足です。,,,,,,,1
,,,,,,,,,,,,
1911,372,1,k,k,女性の足では、京急から5分、ＪＲから10分では着きません。,,1,,,,,
1912,372,2,k,k,よほど早歩きしないといけませんね。,,1,,,,,
1913,372,3,y,y,宿選びに距離は重要になってくるので、なるべく正確に書いてほしいものです。,1,,,,,,
1914,372,4,k,k,ホテルに着くとネットとはかなり違う姿に苦笑しました。,1,,,,,,
1915,372,5,pk,k,ネットではすごくキレイな雰囲気でしたが、実際はかなり古い感じでした。,,,1,,,,
1916,372,6,k,k,中に入ると、少し暗い感じのホテルマンで活気の無さに不安になりました。,1,,,,,,
1917,372,7,k,k,部屋は、オートロックではないので、女性だけでの宿泊では鍵がすぐにかかってくれないと不安に感じることがあると思うので女性宿泊者にはお薦めは難しいです。,,,1,,,,
1918,372,8,e,k,部屋自体はさほど汚くはなかったのですが、壁紙が破れているところには写真が直に張られていました。,,,1,,,,
1919,372,9,k,k,冷蔵庫は、スイッチが入っていなくて、使う人はスイッチを入れてくださいという感じでしたが…スイッチを入れても稼働せず、棚と机を動かしてみるとコンセントが抜けていました。,,,,1,,,
1920,372,10,k,k,スイッチが入っていないだけでも、庫内が冷えるまでに時間がかかるのに、入れても入らないとは、どれだけ手間をかけさせるんだ、という気分になりました。,,,,1,,,
1921,372,11,ek,k,お風呂に入ると、浴槽が狭いのは仕方がないかとおもいますが、あちこちが剥げていてお湯をためる気にはなりませんでした。,,,,,1,,
1922,372,12,k,k,また、浴室内の排水口の臭さかカビ臭さか…臭いがあって、長時間居ると頭が痛くなりました。,,,,,1,,
1923,372,13,k,k,今回一番の決め手となった朝食は、ネットと異なり種類は少なく、飲み物は水のみで、お料理は冷めていてがっかりしました。,,,,,,1,
1924,372,14,Z,Z,また、お箸が金属で、金属音の苦手な彼が割り箸をくださいと頼んだところ、お箸はそこにあります（金属箸のこと）。,,,,,,1,
1925,372,15,k,k,と言われたり、お皿がぬるっとしていたり、ちょっと…と思う点がいくつかありました。,,,,,,1,
1926,372,16,k,k,最後に、今回の宿泊で一番不快だったのが、ルームクリーニングです。,,,1,,,,
1927,372,17,k,k,シャワーを浴びていたところにガチャガチャと鍵をあける音がしてドアが開きかけた時に、彼が気づいて「ちょっと」と言ったから「あ、すみません」と言ってドアがしまったけど、開いていたらどうなったかと思いました。,,,,,1,,
1928,372,18,k,k,その後ホテルからの謝罪もありませんでした。,1,,,,,,
1929,372,19,k,k,また、ルームクリーニングの時間に出かけたら、ドアの前にシーツやバスマット、タオルのような類が床に置かれていました。,1,,,,,,
1930,372,20,k,k,宿泊者にわからなければいいと思ったのかもしれませんが、肌に触れるものはどのようなものでも、土足で歩く床には置かれたくないですね。,1,,,,,,
,,,,,,,,,,,,
1931,373,1,k,k,夕飯を、ホテルのスタッフにお勧めのお店に行ったら、高い・まずいで最悪でした。,,,,,,1,
1932,373,2,k,k,安易に聞いてしまった自分達が悪いのですが、あまり情報の質が良くなくて、ちょっとがっかりしました。,1,,,,,,
,,,,,,,,,,,,
1933,374,1,k,k,ベッドと枕が合わず寝苦しかった,,,1,,,,
,,,,,,,,,,,,
1934,375,1,Z,Z,休暇を取っての一人旅、いつもはビジネスホテルを選ぶところですがこのプランを知り、使わせてもらいました。,,,,,,,1
1935,375,2,p,p,この値段で10畳広々独り占め、露天風呂も時間が遅かった為に貸し切り状態で満足できました。,,,1,,,,
1936,375,3,k,k,寝付けないほどではなかったのですが、建物がやや古いせいか空調の音や換気扇？の機械音が少々気になりました。,,,1,,,,
1937,375,4,ky,k,周辺や市内の食事処がなかなか見つからなかったので、夕食付きプランもあるといいかもしれませんね。,1,,,,,,
,,,,,,,,,,,,
1938,376,1,Z,Z,温泉は、掛け流しで、湯量豊富で少し硫黄の香りがします。,,,,,1,,
1939,376,2,kp,e,露天風呂がもう少し大きければと思いますが、十分満足しました、食事の量も味付けも申し分ありませんでした。,,,,,1,1,
1940,376,3,Z,Z,蛍の飛ぶ頃にまた訪れたいです。,,,,,,,1
1941,376,4,ky,k,本館２階の男子トイレの個室ドアのカギと扉がすごく硬く、閉じ込められそうでした・・・改修したほうが良いかも。。。,,,1,,,,
,,,,,,,,,,,,
1942,377,1,p,p,眺めが最高でした。,,1,,,,,
1943,377,2,p,p,きれいですしベッドも低めで、固さもやわらかすぎず、ぐっすり寝れました。,,,1,,,,
1944,377,3,k,k,ただ和食会席を個室でたべたのですが、料理が1つずつでてこなかったのと、味が濃いのが残念でした。,,,,,,1,
1945,377,4,y,y,会席というより、普通の和風御膳だったら違和感なかったでしょう。,,,,,,1,
1946,377,5,pk,e,牡蠣は3つもついていたのが嬉しかったですが、表面が乾燥していたので残念でした。,,,,,,1,
1947,377,6,py,e,全体的に素敵なホテルなので、値段が多少高くなってもいいので、お昼の会席みたいな食事をお願いします。,,,,,,1,
,,,,,,,,,,,,
1948,378,1,Z,Z,何度もお世話になってます。,,,,,,,1
1949,378,2,pk,e,ほんま安くてサービス良くて、いつも褒めてばっかなのですが、今回は一言苦言を。,,,,,,,1
1950,378,3,k,k,最近ウォシュレットの故障率が高いかと。。。,,,,1,,,
1951,378,4,y,y,一度全台チェックされてみてはどうでしょうか？,,,,1,,,
,,,,,,,,,,,,
1952,379,1,k,k,ビジネスステイ以外での利用はおすすめしません！,,,,,,,1
1953,379,2,Z,Z,繁忙期だったためか、都内のホテルの選択肢が少なく、初めてチェックインすることになりました。,,,,,,,1
1954,379,3,k,k,とにかく、ユニットバスが狭くて愕然。,,,,,1,,
1955,379,4,k,k,せめて風呂の広い部屋へチェンジできないものかと問い合わせると、どの部屋も同じタイプのユニットバスとのこと。,,,1,,,,
1956,379,5,k,k,下調べしなかった自分が悪いと思いながら、宿泊することなく短時間でチェックアウトすることにしましたが、その際も、特に何も聞かれず。,,,,,,,1
1957,379,6,k,k,従業員も少いのか、外線電話にもまったく出ず。,1,,,,,,
1958,379,7,k,k,とにかく、住環境に何かしらのこだわりがある方は避けた方がよいと思います。,,,,,,,1
,,,,,,,,,,,,
1959,380,1,Z,Z,３月８日から２泊しました。,,,,,,,1
1960,380,2,p,p,【良かった点】・地下鉄から近い為、雨の日などでも助かります。,,1,,,,,
1961,380,3,p,p,・フロントの対応も、良いですね。,1,,,,,,
1962,380,4,p,p,・建物や設備は、最新では有りませんが、十分満足できます。,,,,1,,,
1963,380,5,k,k,【残念な点】・雨模様の天気でしたので、フロントで貸し傘を借りようとしたところ、”ありません。,1,,,,,,
1964,380,6,Z,Z,”との返答。,1,,,,,,
1965,380,7,k,k,エレベーター内にも貸し傘が有る旨の貼紙がされていたのに。。。,1,,,,,,
1966,380,8,Z,Z,しょうがないので、近くのコンビニで急遽、傘を購入。,,1,,,,,
1967,380,9,k,k,無駄な出費となってしまった。。。,,,,,,,1
,,,,,,,,,,,,
1968,381,1,Z,Z,１２月１９（土）に一泊させていただきました。,,,,,,,1
1969,381,2,p,p,さすがに鹿児島市を代表するホテルだけあり、すべての点において素晴らしかったです。,,,,,,,1
1970,381,3,p,p,特に温泉は最高でしたね。,,,,,1,,
1971,381,4,p,Z,また鹿児島市内に宿泊する機会があったら、是非お世話になりたいです。,,,,,,,1
1972,381,5,k,k,苦情をあげるならば、部屋の浴槽の洗面台付近に毛が２本と、壁に１本残っていたし、ベッドのシーツが枕元付近で汚れがあったことです。,,,,1,1,,
1973,381,6,y,y,規模が大きく清掃も大変なんでしょうが、ホテルの評価を下げないよう、きちんとしてもらいたいものです。,1,,,,,,
1974,381,7,k,k,あと、若いスタッフばかりが目立ちましたが、年配のベテランの方はいないのでしょうか？,1,,,,,,
1975,381,8,y,y,そのような方を交えたほうが、更に対応が重厚に感じるかと思います。,1,,,,,,
,,,,,,,,,,,,
1976,382,1,p,p,立地が大変良かったです。,,1,,,,,
1977,382,2,e,Z,その他は料金相当でした。,,,,,,,1
1978,382,3,y,y,朝食会場でおしぼりと全国紙を用意して欲しい、と思います。,1,,,,,,
,,,,,,,,,,,,
1979,383,1,Z,Z,11月29日に宿泊しました。,,,,,,,1
1980,383,2,p,p,駅から近いのでいいですね。,,1,,,,,
1981,383,3,k,k,ただ風呂が若干小さいのと朝食のプレートが問題かな！？,,,,,1,,
1982,383,4,k,k,朝食のプレート1枚だけでほかにお皿などがないのでちょっと不親切ですね。,,,,,,1,
1983,383,5,ek,k,まあ合理化って感じなのでしょうがあの種類に対してプレート1枚では厳しいですね～。,,,,,,1,
,,,,,,,,,,,,
1984,384,1,p,p,値段のわりには満足。,,,,,,,1
1985,384,2,k,k,本館に泊まりましたが立体駐車場の音が気になった。,,,1,,,,
,,,,,,,,,,,,
1986,385,1,Z,Z,８月上旬にグアム滞在中、２つのホテルをはしごし後半はこのオハナベイに宿泊。,,,,,,,1
1987,385,2,k,k,雨季であるためか、部屋は湿気っぽく多少カビくさいのが部屋入室時には気になりました。,,,1,,,,
1988,385,3,ep,e,投稿にあるように建物の老築化は否めませんが、・朝食付き＆滞在中ディナー１回無料付・アウトリガーホテルのプール利用可能・空港送迎が無料（他のホテルでは1回1人10ドルだった）・ショップやレストランに徒歩圏・１階エリアでの無線LAN利用無料だったので、金額面から見れば相当リーズナブルだと思います。,1,,,,,,
1989,385,4,p,p,朝食券はランチでも利用でき、ビーチに持っていくためテイクアウトを頼んだら心地よく対応してくれたのが有難かったです。,,,,,,1,
1990,385,5,p,p,スープ、ソフトドリンクさえも用意してくれました。,,,,,,1,
1991,385,6,Z,o,赤いシャトルバスも、ホテルの玄関もしくはホテル前道路に泊まってくれるので、結構重宝しました（マイクロネシアモール方向の場合は停まりませんが）。,1,,,,,,
1992,385,7,Z,Z,アウトリガーに楽天トラベルのオフィスがあることから、このアウトリガーグループのホテルは楽天が結構日本客向けに力を入れてくれているのでしょうか？,1,,,,,,
,,,,,,,,,,,,
1993,386,1,Z,Z,年に２～３回ほど香川に行く際は必ず利用させていただいております。,,,,,,,1
1994,386,2,p,p,この値段でこれだけのサービスは大変すばらしいと思います。,,,,,,,1
1995,386,3,p,p,いつも利用しているマッサージも別室を用意してくれている為、家族に気兼ねなく長旅の疲れを取る事ができ、しかも施術が丁寧で感激です。,1,,,,,,
1996,386,4,y,y,出来れば自販機・ランドリーの場所に両替機を設置していただけたらうれしいです。,,,,1,,,
1997,386,5,Z,Z,今後も頑張ってください。,,,,,,,1
,,,,,,,,,,,,
1998,387,1,ek,k,設備が古いので古いが故の評価はしていませんが、私が利用する前に浴槽の壁に髪の毛が数本残っていたのが気になりました。,,,,1,1,,
1999,387,2,Z,Z,連泊したので翌日はどうなるか？,,,,,,,1
2000,387,3,Z,Z,とある意味期待していたのですが、相変わらずそのままだったので、自分で流しました。,,,,,,,1
2001,387,4,y,y,ただ電気ポットと冷蔵庫はほしいですね。,,,,1,,,
2002,387,5,k,k,ポットを貸して頂きましたが、保温性が悪くあまり使い物になりませんでしたので・・・,,,,1,,,
,,,,,,,,,,,,
2003,388,1,k,k,チェックインにフロントに行っても２名いた係員共顔すら上げない。,1,,,,,,
2004,388,2,pk,k,部屋はさすがに新しいだけあり合理的で、温泉も良かった。がチェックアウト時に発行してもらった領収書が支払金額と全く違う金額で発行された・・・年間に５０泊以上出張でホテルを利用しているがこんな施設は初めてでした。,,,1,,1,,
2005,388,3,k,e,建物さえ綺麗ならそれでいいといったものでは無いと思います。,,,1,,,,
2006,388,4,k,k,二度と泊まる事はありません。,,,,,,,1
,,,,,,,,,,,,
2007,389,1,p,p,宿泊料から考えるとお得感のあるホテル。,,,,,,,1
2008,389,2,kp,e,駅からは遠いが繁華街が近いのはメリット。,,1,,,,,
2009,389,3,k,k,ただ照明の加減か、何となく薄暗いイメージがあるのがマイナスか。,,,1,,,,
,,,,,,,,,,,,
2010,390,1,p,p,素泊まりプランで予約でしたが朝食現地予約可能で従業員も対応よく、朝食も予約料金で設定してくれました。,1,,,,,,
2011,390,2,kp,e,部屋はビジネスホテルなので少し狭いと感じましたが、清潔感あり快適でした。,,,1,,,,
2012,390,3,p,p,何より料金が安いので嬉しいです。,1,,,,,,
2013,390,4,p,p,立地も駅近、商店街ありで便利でした。,,1,,,,,
,,,,,,,,,,,,
2014,391,1,k,k,風呂が狭い。,,,,,1,,
2015,391,2,k,k,壁が薄い。,,,1,,,,
2016,391,3,k,k,部屋も狭い。,,,1,,,,
2017,391,4,pe,e,でも、立地は良い・・・おすすめではないが緊急避難的な使用には向いているかも。,,1,,,,,
,,,,,,,,,,,,
2018,392,1,Z,Z,先日初めて泊まらせて頂きました!!,,,,,,,1
2019,392,2,p,p,前日夜に予約したので、低階かなって思っていたのですが９階を用意していただき、しかもよく海が見える部屋で満足でした♪,,,1,,,,
2020,392,3,p,p,私はホテルでのチェックインではなかったので、あまりホテルの方とお話する機会がなかったのですが、朝食の際のスタッフの方の対応、とても良かったです♪,1,,,,,,
2021,392,4,p,p,しかもクリスマスツリーのすぐ側のテーブルに案内して頂き、感激でした☆,1,,,,,,
2022,392,5,p,p,こちらの口コミで宿泊を決めて、本当に良かったと思いました♪,1,,,,,,
2023,392,6,y,y,贅沢を言えば、大きいコンビニがあったらなぁと思いました！,,,,1,,,
2024,392,7,p,Z,ヒルトンホテルまで歩いて食品を買いに行ったので…また次回も泊まらせていただこうと思います♪,,,,1,,,
2025,392,8,p,Z,ありがとうございました☆,,,,,,,1
,,,,,,,,,,,,
2026,393,1,Z,Z,深夜まで仕事が終わらず、今回は結局キャンセルすることになりました。,1,,,,,,
2027,393,2,pk,k,ホテルの方には丁寧に対応していただき、「楽天でキャンセルをお願いします」といわれキャンセルしようとしましたが、深夜３時の時点で「過去の予約」となっており、キャンセルができませんでした。,1,,,,,,
2028,393,3,y,k,深夜まで仕事をした上で宿泊する場合と、今回のようにキャンセルせざるを得ない場合があるので、深夜になってもキャンセルできるよう予約システムの改善を検討していただければ良いかと思います。,1,,,,,,
2029,393,4,Z,Z,※これまでのホテルへの電話予約の場合は、ホテルにご迷惑をお掛けしていますが、キャンセル料などの請求もなく対応していただいていました。,1,,,,,,
,,,,,,,,,,,,
2030,394,1,Z,Z,シングル予約→宿泊した部屋はダブルの部屋だと思われます。,,,1,,,,
2031,394,2,p,p,部屋もベットも広くて、とっても良かったです。,,,1,,,,
2032,394,3,p,p,サービスなのか、シングルに空きがなかったのかよくわかりませんが、これが普通なら絶対お得です。,,,1,,,,
2033,394,4,k,k,ただテレビの画質が非常に悪かったです。,,,,1,,,
2034,394,5,k,k,まだアナログなのでしょうか？,,,,1,,,
,,,,,,,,,,,,
2035,395,1,p,p,へやからの眺望は素晴らしい。,,,1,,,,
2036,395,2,pkp,p,その部屋での料理も良し、大風呂は少し小さいが、ここも眺望がよく露天風呂も合わせ良し。,,,,,1,1,
2037,395,3,ky,k,只、一つ良くないのが、部屋に付属のバス・トイレ・洗面の一体ユニットだ、狭すぎてどの用途にも不自由する、トイレだけでも良い広さであり、せめて洗面とトイレだけに改造すべきだと思う。,,,,1,,,
,,,,,,,,,,,,
2038,396,1,Z,Z,京都訪問時は予約が取れれば常に利用しています。,,,,,,,1
2039,396,2,p,p,便利な場所にあり満足です。,,1,,,,,
2040,396,3,Z,Z,また利用させていただきます。,,,,,,,1
2041,396,4,y,y,要望ですがチェックインを１９時迄にして頂けると非常に助かります。,1,,,,,,
,,,,,,,,,,,,
2042,397,1,p,p,フロントの方の対応はスムーズでよかったとおもいます。,1,,,,,,
2043,397,2,pk,e,部屋はシャワーの水圧も強くて気持ちよかったですが、今回、ベッドがセミダブルという事で宿泊しましたが、若干狭く感じました。,,,,1,,,
2044,397,3,k,k,車で行ったので駐車場を利用したのですが、先に停めていたお客さん？の車が斜めに停車していたので、駐車が大変でした。,1,,,,,,
,,,,,,,,,,,,
2045,398,1,p,p,立地はスキー場で朝日が綺麗で雫石が一望できました。,,1,,,,,
2046,398,2,e,Z,天候次第ですが。,,,,,,,1
2047,398,3,p,p,バイキングも和洋中と楽しめ、しかも朝と夜で大変満足でした。,,,,,,1,
2048,398,4,p,p,お風呂はハシゴして、本館別館楽しめ、アメニティで膝や足の裏もツルツルになりました。,,,,,1,,
2049,398,5,y,y,禁煙だったので、もう少し喫煙スペースあったら申し分ないです。,,,,1,,,
2050,398,6,p,p,冬場は4WDとスタッドレスタイヤつけて自家用車で行くと、寄り道出来て自然を満喫出来ますよ。,,,,,,,1
,,,,,,,,,,,,
